,months_as_customer,age,policy_number,policy_bind_date,policy_state,policy_csl,policy_deductible,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_hobbies,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_hour_of_the_day,number_of_vehicles_involved,bodily_injuries,witnesses,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_year,fraud_reported
602,16,35,110084,1990-11-27,IL,250/500,1000,1358.03,0,MALE,JD,sales,chess,2015-02-17,Single Vehicle Collision,Rear Collision,Total Loss,Other,SC,Hillsdale,0,1,2,1,55000,10000,10000,35000,Volkswagen,2008,Y
603,70,27,714784,2004-07-16,IN,250/500,1000,1008.79,4000000,FEMALE,Masters,adm-clerical,video-games,2015-01-13,Vehicle Theft,N/A,Trivial Damage,Police,WV,Columbus,19,1,2,3,4400,0,550,3850,Toyota,2000,N
604,75,27,143924,1993-12-10,OH,100/300,1000,1141.1,0,MALE,JD,armed-forces,movies,2015-02-28,Multi-vehicle Collision,Side Collision,Minor Damage,Police,SC,Hillsdale,15,2,0,1,71640,5970,11940,53730,Toyota,2008,N
605,246,44,996850,1995-03-08,OH,100/300,1000,1397.0,0,MALE,High School,machine-op-inspct,reading,2015-01-03,Single Vehicle Collision,Rear Collision,Minor Damage,Other,NY,Arlington,6,1,1,0,61740,6860,6860,48020,Accura,1997,N
606,110,27,284834,2009-08-03,OH,500/1000,1000,1664.66,0,FEMALE,Associate,priv-house-serv,golf,2015-02-05,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,SC,Springfield,3,1,0,3,57500,5750,5750,46000,Audi,2010,N
607,236,39,830878,1996-11-03,IN,250/500,1000,1151.39,4000000,FEMALE,Masters,exec-managerial,reading,2015-01-01,Parked Car,N/A,Minor Damage,Police,NY,Springfield,17,1,0,0,8700,870,1740,6090,Accura,2003,N
608,267,46,270208,2004-08-09,OH,100/300,2000,1546.01,0,FEMALE,MD,adm-clerical,polo,2015-01-06,Multi-vehicle Collision,Front Collision,Total Loss,Police,VA,Riverwood,4,4,2,1,77100,15420,7710,53970,Volkswagen,1996,N
609,463,57,407958,1991-07-20,IL,250/500,500,1063.67,0,MALE,Masters,priv-house-serv,dancing,2015-02-03,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,Springfield,14,1,2,0,59400,6600,6600,46200,Dodge,1995,N
610,303,46,832300,2005-01-14,IN,100/300,1000,709.14,0,MALE,Masters,machine-op-inspct,kayaking,2015-02-12,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,NY,Northbrook,3,3,1,0,54890,9980,4990,39920,Toyota,2006,N
611,137,30,927205,2011-12-16,IL,250/500,500,1039.55,0,MALE,MD,exec-managerial,kayaking,2015-02-16,Multi-vehicle Collision,Front Collision,Minor Damage,Other,WV,Columbus,4,3,2,1,74030,6730,13460,53840,Chevrolet,2005,N
612,56,42,655356,1996-07-07,IL,250/500,500,1339.39,0,FEMALE,Associate,adm-clerical,chess,2015-02-25,Single Vehicle Collision,Rear Collision,Total Loss,Other,NY,Columbus,13,1,1,2,61490,11180,11180,39130,BMW,1998,N
613,75,27,831053,1992-08-05,IN,250/500,1000,1202.75,0,MALE,High School,handlers-cleaners,board-games,2015-01-21,Multi-vehicle Collision,Front Collision,Minor Damage,Police,SC,Northbrook,23,3,0,2,79560,6630,13260,59670,Volkswagen,2003,N
614,131,33,432740,1990-10-09,IL,100/300,2000,1081.17,0,MALE,MD,sales,yachting,2015-01-28,Parked Car,N/A,Minor Damage,Police,NY,Northbend,3,1,0,1,4900,490,490,3920,Toyota,2010,N
615,153,34,893853,1994-02-27,IL,250/500,500,991.39,0,MALE,High School,tech-support,paintball,2015-02-27,Multi-vehicle Collision,Side Collision,Total Loss,Other,WV,Springfield,0,3,1,0,77770,14140,14140,49490,Nissan,2000,N
616,255,43,594988,2007-05-06,IN,500/1000,500,984.02,0,FEMALE,JD,transport-moving,board-games,2015-02-10,Multi-vehicle Collision,Side Collision,Major Damage,Fire,SC,Columbus,14,2,2,2,74700,7470,14940,52290,Nissan,2007,Y
617,103,26,979544,2014-04-21,IL,100/300,500,1354.83,0,MALE,MD,tech-support,sleeping,2015-01-18,Multi-vehicle Collision,Front Collision,Minor Damage,Police,NY,Arlington,14,2,2,2,40600,4060,4060,32480,Volkswagen,2010,N
618,97,28,191891,2010-02-11,OH,100/300,1000,830.31,0,MALE,JD,farming-fishing,video-games,2015-01-13,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,SC,Springfield,22,1,1,0,45270,10060,10060,25150,Jeep,2006,N
619,214,36,831479,2000-06-04,IL,100/300,2000,987.42,7000000,FEMALE,Associate,machine-op-inspct,kayaking,2015-01-31,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,Springfield,17,3,0,3,47080,4280,8560,34240,Saab,2006,N
620,438,57,714346,1991-10-05,OH,500/1000,500,1119.29,0,FEMALE,MD,machine-op-inspct,chess,2015-01-15,Single Vehicle Collision,Side Collision,Minor Damage,Police,SC,Hillsdale,14,1,0,0,40700,4070,4070,32560,Volkswagen,2000,Y
621,87,27,326289,2004-01-03,OH,100/300,500,1048.39,0,FEMALE,Masters,transport-moving,polo,2015-02-13,Single Vehicle Collision,Side Collision,Minor Damage,Police,NY,Riverwood,2,1,2,1,34650,6300,3150,25200,Ford,1996,N
622,27,28,944537,1992-07-23,OH,500/1000,1000,1074.47,0,MALE,MD,protective-serv,camping,2015-02-13,Parked Car,N/A,Trivial Damage,Police,WV,Riverwood,4,1,2,0,3200,400,400,2400,Jeep,2012,N
623,206,42,779156,1993-10-10,IL,500/1000,1000,1230.76,0,MALE,High School,machine-op-inspct,yachting,2015-01-03,Single Vehicle Collision,Rear Collision,Major Damage,Fire,VA,Hillsdale,2,1,1,1,78980,7180,14360,57440,Saab,1997,Y
624,127,31,856153,2002-07-09,OH,500/1000,500,1255.02,0,MALE,Associate,sales,reading,2015-01-13,Parked Car,N/A,Minor Damage,None,SC,Riverwood,10,1,1,0,6160,560,1120,4480,Nissan,1996,N
625,422,60,473338,2010-11-14,IN,100/300,1000,1555.52,0,FEMALE,MD,machine-op-inspct,hiking,2015-02-14,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,NC,Northbrook,11,1,1,1,85250,15500,7750,62000,Mercedes,1999,N
626,303,50,521694,1997-03-03,IL,100/300,2000,836.11,5000000,MALE,Masters,sales,camping,2015-01-20,Multi-vehicle Collision,Side Collision,Major Damage,Fire,SC,Springfield,1,4,1,2,72840,12140,6070,54630,Dodge,2010,N
627,228,40,136520,1997-03-01,IN,100/300,500,1450.98,0,MALE,Associate,exec-managerial,base-jumping,2015-01-18,Parked Car,N/A,Trivial Damage,Police,WV,Northbend,20,1,0,2,6050,1100,1100,3850,Toyota,2010,N
628,239,39,730819,1990-08-18,IN,250/500,2000,625.08,0,FEMALE,JD,protective-serv,hiking,2015-01-03,Single Vehicle Collision,Front Collision,Major Damage,Fire,SC,Riverwood,10,1,2,3,87890,15980,7990,63920,BMW,2014,Y
629,330,47,912665,2014-05-28,IL,100/300,2000,1133.27,0,FEMALE,High School,craft-repair,chess,2015-03-01,Multi-vehicle Collision,Side Collision,Total Loss,Other,NY,Northbrook,20,2,0,2,60500,11000,5500,44000,Ford,1999,Y
630,128,35,469966,2004-07-22,IN,500/1000,500,1366.6,0,FEMALE,MD,machine-op-inspct,kayaking,2015-01-01,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,NY,Columbus,10,3,2,1,88220,16040,16040,56140,Chevrolet,2008,N
631,147,37,952300,2009-08-02,OH,500/1000,1000,1439.9,6000000,FEMALE,Associate,prof-specialty,video-games,2015-01-29,Multi-vehicle Collision,Rear Collision,Total Loss,Other,SC,Springfield,2,2,1,2,53680,9760,4880,39040,Accura,2004,N
632,287,45,322609,2007-07-05,OH,500/1000,1000,1230.69,0,MALE,Masters,transport-moving,golf,2015-01-10,Single Vehicle Collision,Front Collision,Minor Damage,Fire,VA,Springfield,19,1,0,2,53800,5380,5380,43040,Accura,2006,N
633,142,29,890280,2010-01-24,OH,100/300,2000,1307.68,0,FEMALE,MD,craft-repair,dancing,2015-01-29,Single Vehicle Collision,Rear Collision,Major Damage,Police,NY,Columbus,10,1,1,2,54360,4530,9060,40770,Mercedes,1995,Y
634,162,35,431583,2000-05-15,IL,500/1000,2000,1124.69,0,FEMALE,Masters,handlers-cleaners,bungie-jumping,2015-02-20,Single Vehicle Collision,Side Collision,Major Damage,Police,WV,Arlington,14,1,0,3,54340,9880,4940,39520,Toyota,2001,N
635,140,35,155912,2008-03-21,OH,100/300,1000,1520.78,0,FEMALE,High School,craft-repair,chess,2015-01-21,Parked Car,N/A,Trivial Damage,None,SC,Columbus,5,1,0,2,2860,520,260,2080,Chevrolet,1997,Y
636,106,28,110143,1990-05-07,OH,100/300,2000,1609.11,0,MALE,High School,craft-repair,polo,2015-01-18,Vehicle Theft,N/A,Minor Damage,Police,WV,Hillsdale,8,1,2,1,5490,0,1220,4270,Saab,1999,N
637,292,45,808544,1991-02-05,IL,500/1000,1000,1358.91,0,MALE,Masters,craft-repair,dancing,2015-01-09,Vehicle Theft,N/A,Trivial Damage,Police,WV,Northbend,4,1,0,2,7370,670,1340,5360,Suburu,1997,N
638,34,34,409074,1992-03-19,OH,500/1000,500,1295.87,0,FEMALE,PhD,priv-house-serv,chess,2015-01-13,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NC,Columbus,4,3,1,0,50800,5080,5080,40640,Audi,1997,Y
639,290,48,824728,2013-04-24,IL,250/500,500,1161.03,5000000,MALE,Associate,adm-clerical,video-games,2015-02-13,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,VA,Northbrook,20,2,1,1,41520,5190,5190,31140,Nissan,2014,N
640,182,38,606037,2009-04-10,OH,500/1000,2000,1441.06,0,FEMALE,Masters,armed-forces,movies,2015-01-08,Single Vehicle Collision,Side Collision,Total Loss,Police,NY,Riverwood,18,1,2,3,89650,8150,16300,65200,Dodge,2005,N
641,362,55,636843,2008-12-01,OH,100/300,1000,1097.99,0,FEMALE,JD,other-service,base-jumping,2015-02-17,Multi-vehicle Collision,Rear Collision,Total Loss,Police,NY,Hillsdale,0,3,0,3,39690,0,0,39690,Suburu,1998,N
642,143,32,111874,2000-07-05,IL,500/1000,1000,1464.42,0,FEMALE,High School,exec-managerial,golf,2015-01-15,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,SC,Springfield,1,1,2,0,62260,5660,5660,50940,Saab,1995,N
643,183,38,439844,2014-06-11,IL,250/500,500,1543.68,0,FEMALE,Masters,prof-specialty,paintball,2015-01-24,Single Vehicle Collision,Side Collision,Major Damage,Police,NC,Hillsdale,17,1,0,1,51920,9440,4720,37760,Audi,2001,Y
644,254,40,463513,1995-04-23,IL,250/500,500,1390.89,5000000,MALE,College,armed-forces,bungie-jumping,2015-02-28,Single Vehicle Collision,Front Collision,Minor Damage,Other,NY,Riverwood,23,1,2,2,53460,9720,4860,38880,Volkswagen,2009,N
645,249,43,577858,1990-09-16,OH,100/300,2000,1148.58,0,FEMALE,MD,adm-clerical,golf,2015-02-16,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,SC,Arlington,4,3,2,1,57100,5710,5710,45680,Honda,2014,N
646,169,36,607351,1998-12-11,IN,250/500,500,1616.26,0,MALE,High School,exec-managerial,yachting,2015-02-09,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,NY,Springfield,0,3,2,3,77440,14080,7040,56320,Dodge,2004,N
647,235,40,682754,1995-10-09,IL,500/1000,500,1398.94,0,MALE,College,craft-repair,bungie-jumping,2015-01-24,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,NY,Riverwood,11,1,1,2,68300,6830,13660,47810,Suburu,2003,N
648,112,32,757352,1999-12-21,OH,500/1000,1000,1238.92,0,MALE,Associate,other-service,base-jumping,2015-02-11,Parked Car,N/A,Trivial Damage,None,NY,Arlington,4,1,0,2,5060,460,920,3680,Honda,2012,N
649,16,32,307469,2002-07-28,IL,100/300,1000,968.46,0,MALE,MD,tech-support,chess,2015-01-27,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,WV,Columbus,0,3,0,2,59400,6600,13200,39600,Dodge,1995,Y
650,128,31,526296,1993-08-03,IL,100/300,500,1045.12,0,FEMALE,High School,transport-moving,cross-fit,2015-01-19,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NY,Springfield,2,3,0,2,69930,0,15540,54390,Ford,2013,Y
651,103,27,658816,2007-12-16,IN,100/300,1000,1537.33,0,FEMALE,College,handlers-cleaners,board-games,2015-02-20,Multi-vehicle Collision,Front Collision,Minor Damage,Police,NY,Springfield,11,3,1,1,77700,7770,15540,54390,Jeep,2008,N
652,356,54,913337,2008-02-10,OH,500/1000,500,912.3,0,MALE,College,prof-specialty,yachting,2015-01-10,Multi-vehicle Collision,Front Collision,Major Damage,Other,SC,Northbend,23,3,2,1,68750,12500,12500,43750,Audi,2007,Y
653,109,29,488464,2006-10-01,OH,100/300,2000,1007.28,6000000,FEMALE,High School,adm-clerical,movies,2015-02-21,Multi-vehicle Collision,Side Collision,Minor Damage,Police,NY,Riverwood,17,3,1,3,91080,16560,16560,57960,Jeep,1995,N
654,2,20,480094,2003-03-09,IN,500/1000,1000,1189.98,4000000,FEMALE,High School,craft-repair,golf,2015-02-01,Single Vehicle Collision,Side Collision,Minor Damage,Other,WV,Columbus,22,1,1,3,48360,4030,8060,36270,Audi,2000,N
655,198,34,263108,2003-05-29,OH,250/500,1000,1576.41,0,MALE,Associate,handlers-cleaners,kayaking,2015-02-25,Single Vehicle Collision,Side Collision,Major Damage,Other,WV,Hillsdale,18,1,1,1,95000,9500,9500,76000,Ford,2001,N
656,107,32,298412,2002-05-06,OH,100/300,500,1172.82,4000000,MALE,Associate,machine-op-inspct,yachting,2015-02-24,Vehicle Theft,N/A,Trivial Damage,Police,SC,Arlington,8,1,1,3,3900,780,390,2730,Ford,2010,N
657,252,39,261905,2004-02-28,IL,500/1000,500,1312.22,9000000,MALE,High School,transport-moving,cross-fit,2015-02-21,Multi-vehicle Collision,Front Collision,Minor Damage,Other,NC,Riverwood,15,3,0,3,59400,11880,5940,41580,Jeep,2010,Y
658,303,43,674485,1999-01-14,OH,500/1000,1000,671.01,7000000,FEMALE,Associate,machine-op-inspct,camping,2015-01-08,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,NC,Springfield,20,1,2,0,60210,6690,6690,46830,Nissan,2013,N
659,101,32,223404,2002-01-23,IL,250/500,500,895.14,0,MALE,JD,sales,video-games,2015-01-10,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,SC,Columbus,4,1,0,3,43600,8720,4360,30520,Suburu,2010,N
660,446,57,991480,1992-12-09,IN,100/300,2000,1373.21,0,MALE,College,adm-clerical,sleeping,2015-02-14,Multi-vehicle Collision,Front Collision,Total Loss,Police,SC,Northbrook,10,3,0,0,62800,6280,12560,43960,Jeep,2012,N
661,330,48,804219,1998-06-24,OH,250/500,1000,1625.65,0,MALE,College,farming-fishing,skydiving,2015-02-26,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,VA,Springfield,10,1,1,3,59500,11900,5950,41650,Dodge,2006,N
662,211,37,483088,2011-01-06,OH,250/500,2000,1295.63,4000000,FEMALE,PhD,armed-forces,skydiving,2015-01-30,Multi-vehicle Collision,Front Collision,Total Loss,Police,WV,Northbend,22,3,1,0,53460,5940,5940,41580,Honda,2009,N
663,172,33,100804,2012-02-24,IL,100/300,1000,1459.96,6000000,FEMALE,High School,adm-clerical,reading,2015-01-07,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,NY,Northbend,15,3,0,1,41690,7580,7580,26530,Saab,1999,N
664,316,46,941807,2011-06-25,OH,100/300,500,1219.94,7000000,FEMALE,Masters,prof-specialty,paintball,2015-02-27,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,NY,Arlington,13,1,0,1,63100,6310,12620,44170,Accura,2000,N
665,435,60,593466,2006-11-21,OH,500/1000,500,1064.49,5000000,MALE,Associate,priv-house-serv,chess,2015-02-13,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,WV,Arlington,23,1,2,1,62880,5240,10480,47160,Mercedes,2007,Y
666,344,51,437442,2008-06-27,IL,100/300,1000,959.83,0,FEMALE,Masters,sales,paintball,2015-02-02,Multi-vehicle Collision,Side Collision,Major Damage,Fire,NY,Northbend,18,3,2,2,75400,17400,11600,46400,BMW,2006,Y
667,204,40,942106,1993-08-30,OH,250/500,2000,1767.02,0,MALE,JD,machine-op-inspct,hiking,2015-02-27,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,SC,Arlington,7,1,1,1,46200,4200,8400,33600,Audi,1997,N
668,278,47,794951,2008-04-21,IN,500/1000,500,1285.01,0,MALE,Masters,machine-op-inspct,sleeping,2015-02-02,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,VA,Hillsdale,21,1,2,2,58500,5850,5850,46800,Toyota,2010,N
669,434,57,182450,2000-06-23,OH,500/1000,2000,1422.95,0,MALE,JD,transport-moving,bungie-jumping,2015-01-17,Multi-vehicle Collision,Rear Collision,Major Damage,Other,SC,Columbus,15,3,1,3,66240,11040,11040,44160,Nissan,2003,N
670,209,36,730973,2010-01-11,IN,100/300,2000,1223.39,0,FEMALE,MD,craft-repair,camping,2015-01-12,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,PA,Hillsdale,17,3,1,3,65440,8180,8180,49080,Jeep,2014,N
671,250,43,687755,1990-03-28,IL,500/1000,2000,1539.06,0,MALE,Masters,sales,exercise,2015-01-20,Single Vehicle Collision,Front Collision,Minor Damage,Fire,SC,Hillsdale,2,1,0,3,64200,10700,10700,42800,Ford,2002,N
672,61,25,757644,1998-01-29,IN,100/300,2000,988.06,0,FEMALE,Masters,other-service,dancing,2015-02-05,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Northbend,1,3,1,0,32320,4040,4040,24240,Dodge,2000,N
673,80,28,998865,2014-12-05,IL,500/1000,1000,1740.57,0,FEMALE,College,farming-fishing,golf,2015-01-20,Single Vehicle Collision,Rear Collision,Major Damage,Police,SC,Northbend,3,1,0,1,33480,3720,3720,26040,Dodge,2011,N
674,25,38,944953,1995-12-07,OH,250/500,1000,1540.91,7000000,MALE,College,adm-clerical,polo,2015-02-24,Vehicle Theft,N/A,Trivial Damage,None,VA,Northbend,0,1,1,1,4320,480,960,2880,Toyota,1995,N
675,4,29,386429,2002-05-27,IL,250/500,500,1381.88,5000000,MALE,High School,tech-support,exercise,2015-02-21,Vehicle Theft,N/A,Trivial Damage,Police,SC,Hillsdale,4,1,0,2,4200,840,420,2940,Jeep,2008,N
676,32,29,108270,2002-08-09,OH,100/300,500,1446.98,0,MALE,MD,adm-clerical,sleeping,2015-02-11,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,Arlington,11,3,2,0,57970,10540,5270,42160,Saab,2006,N
677,125,31,205134,2012-12-02,IN,500/1000,500,1220.86,0,MALE,JD,other-service,paintball,2015-01-24,Parked Car,N/A,Trivial Damage,None,NY,Arlington,4,1,1,2,4320,0,960,3360,Saab,2003,N
678,276,45,749325,2000-03-22,IL,500/1000,500,948.1,0,FEMALE,High School,machine-op-inspct,reading,2015-01-06,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,SC,Columbus,11,3,0,2,69300,13860,6930,48510,Ford,2010,N
679,148,30,774303,2002-04-13,OH,100/300,500,1471.24,0,FEMALE,Masters,farming-fishing,camping,2015-01-15,Multi-vehicle Collision,Side Collision,Minor Damage,Police,NC,Riverwood,4,3,2,2,32480,4060,4060,24360,Dodge,1997,N
680,222,38,698470,2008-06-17,IN,100/300,2000,1157.97,0,MALE,MD,machine-op-inspct,hiking,2015-02-22,Single Vehicle Collision,Front Collision,Total Loss,Police,NY,Hillsdale,20,1,2,2,60480,6720,6720,47040,Accura,2001,N
681,32,38,719989,1994-04-07,IL,250/500,2000,566.11,5000000,MALE,Associate,armed-forces,polo,2015-01-21,Parked Car,N/A,Trivial Damage,Police,NC,Springfield,22,1,0,0,2640,440,440,1760,Honda,2015,N
682,78,27,309323,1992-02-29,OH,500/1000,500,1060.88,0,MALE,JD,other-service,skydiving,2015-02-03,Parked Car,N/A,Trivial Damage,Police,SC,Northbend,4,1,0,3,6050,550,1100,4400,Volkswagen,2009,N
683,238,43,444035,1996-05-11,OH,250/500,1000,1524.45,4000000,MALE,High School,handlers-cleaners,chess,2015-02-16,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,NC,Hillsdale,21,4,0,0,42700,4270,4270,34160,Saab,1995,Y
684,313,47,431478,2013-04-03,IN,250/500,1000,1556.17,0,MALE,College,prof-specialty,reading,2015-02-07,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,SC,Hillsdale,20,1,1,3,40260,3660,7320,29280,Accura,1996,Y
685,334,50,797634,2009-11-12,OH,500/1000,500,1216.24,0,MALE,Masters,priv-house-serv,polo,2015-01-14,Single Vehicle Collision,Rear Collision,Major Damage,Fire,NY,Columbus,7,1,2,0,50000,5000,10000,35000,Chevrolet,2008,N
686,190,35,284836,2008-11-05,IN,250/500,500,1484.72,5000000,FEMALE,High School,tech-support,golf,2015-02-02,Parked Car,N/A,Trivial Damage,None,NY,Riverwood,4,1,0,1,3840,640,320,2880,Saab,1998,N
687,194,41,238196,1993-02-15,IL,250/500,500,1203.81,0,MALE,JD,transport-moving,video-games,2015-02-06,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,WV,Springfield,17,3,0,2,95900,13700,20550,61650,Saab,1999,N
688,290,47,885789,2008-07-21,IN,250/500,1000,1393.34,0,MALE,High School,exec-managerial,bungie-jumping,2015-01-15,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,WV,Northbend,20,3,1,3,56160,6240,12480,37440,Audi,2002,N
689,26,42,287436,2010-09-11,OH,100/300,1000,1484.48,0,MALE,PhD,armed-forces,sleeping,2015-02-24,Single Vehicle Collision,Side Collision,Major Damage,Police,SC,Riverwood,10,1,2,3,63030,5730,11460,45840,Saab,1996,N
690,254,41,496067,1995-12-22,IL,250/500,500,1581.27,5000000,FEMALE,PhD,handlers-cleaners,skydiving,2015-01-07,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,Riverwood,8,1,2,2,63470,5770,11540,46160,BMW,1999,N
691,199,38,206004,1991-09-26,IL,250/500,1000,1281.25,0,FEMALE,High School,tech-support,movies,2015-02-04,Single Vehicle Collision,Front Collision,Major Damage,Police,WV,Columbus,6,1,0,2,44440,8080,4040,32320,BMW,2007,Y
692,137,35,153027,2010-03-11,IN,250/500,500,1667.83,0,MALE,JD,prof-specialty,paintball,2015-02-04,Parked Car,N/A,Minor Damage,Police,WV,Northbrook,4,1,1,1,6600,1200,1200,4200,Jeep,2005,N
693,134,36,469426,1990-07-15,OH,250/500,1000,1497.41,0,MALE,PhD,machine-op-inspct,kayaking,2015-01-25,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,WV,Northbrook,17,3,2,0,77200,9650,9650,57900,Ford,1996,N
694,73,30,654974,2009-05-10,OH,100/300,500,803.36,0,FEMALE,High School,protective-serv,reading,2015-02-25,Multi-vehicle Collision,Rear Collision,Total Loss,Other,WV,Springfield,15,3,0,0,57000,0,11400,45600,Audi,2013,N
695,289,45,943425,1999-10-28,OH,250/500,2000,1221.41,0,FEMALE,Masters,farming-fishing,movies,2015-02-27,Vehicle Theft,N/A,Trivial Damage,Police,WV,Riverwood,9,1,2,1,2700,300,300,2100,Honda,2006,N
696,176,36,641845,1995-03-30,OH,250/500,500,1865.83,5000000,MALE,College,transport-moving,kayaking,2015-02-11,Single Vehicle Collision,Rear Collision,Total Loss,Police,WV,Hillsdale,17,1,2,1,47300,4300,8600,34400,Volkswagen,2006,N
697,145,37,794534,1991-12-14,OH,250/500,2000,1434.27,0,FEMALE,Associate,tech-support,sleeping,2015-01-04,Single Vehicle Collision,Rear Collision,Major Damage,Other,VA,Arlington,13,1,2,3,55110,5010,10020,40080,Nissan,2002,N
698,164,31,357808,2011-01-31,IN,500/1000,500,1114.68,0,FEMALE,Associate,other-service,reading,2015-01-26,Vehicle Theft,N/A,Trivial Damage,Police,SC,Springfield,5,1,1,0,4320,480,480,3360,Mercedes,2002,N
